monthly_income,num_active_bnpl_plans,total_bnpl_amount,average_emi,bnpl_income_ratio,Financial_Stress,Emi_delayed
189298,1,3168,3168.0,0.01673551754376697,Low Risk,0
133910,4,111188,27797.0,0.2075797177208573,Low Risk,1
111055,1,13973,13973.0,0.12582053937238305,Low Risk,0
141189,2,26004,13002.0,0.09208932707222234,Low Risk,0
149515,1,28520,28520.0,0.190750091964017,Low Risk,1
36395,1,12308,12308.0,0.33817832119796676,Medium Risk,1
25725,3,55302,18434.0,0.7165792031098154,Risky,1
48461,1,29688,29688.0,0.6126163306576422,Risky,1
56115,2,22920,11460.0,0.20422346966051858,Low Risk,1
125084,1,14919,14919.0,0.1192718493172588,Low Risk,0
98732,2,34696,17348.0,0.17570797715026537,Low Risk,0
94557,3,77568,25856.0,0.27344353141491373,Risky,1
86260,2,11442,5721.0,0.0663227451889636,Low Risk,0
174762,1,2066,2066.0,0.011821791922729197,Low Risk,0
88568,1,2918,2918.0,0.03294643663625689,Low Risk,0
73560,1,10457,10457.0,0.14215606307775966,Low Risk,0
193412,2,23452,11726.0,0.06062705519822969,Low Risk,0
163866,2,30564,15282.0,0.09325912635934239,Low Risk,0
165953,1,37422,37422.0,0.22549758064030176,Risky,1
106288,1,2415,2415.0,0.022721285563751317,Low Risk,0
134020,1,36870,36870.0,0.27510819280704374,Risky,1
114301,1,5280,5280.0,0.04619382157636416,Low Risk,0
29390,1,9284,9284.0,0.31588975842123174,Medium Risk,1
42307,2,37872,18936.0,0.44758550594464275,Medium Risk,1
39502,1,18246,18246.0,0.4619006632575566,Medium Risk,1
37486,0,0,0.0,0.0,Low Risk,0
126813,4,9312,2328.0,0.01835773934848951,Low Risk,0
184330,1,18413,18413.0,0.09989149894211469,Low Risk,0
156820,1,4140,4140.0,0.026399693916592273,Low Risk,0
77785,1,18265,18265.0,0.23481391013691585,Risky,1
91050,0,0,0.0,0.0,Low Risk,0
89231,1,4557,4557.0,0.05106969550940817,Low Risk,0
88606,2,28422,14211.0,0.16038417262939306,Low Risk,0
56662,3,61544,20514.67,0.3620534043980092,Medium Risk,1
133313,3,58740,19580.0,0.1468723980407012,Low Risk,0
171688,1,32406,32406.0,0.18874935930292158,Low Risk,0
26182,1,4163,4163.0,0.15900236803911083,Low Risk,0
105369,0,0,0.0,0.0,Low Risk,0
177403,1,15021,15021.0,0.08467162336600846,Low Risk,0
192170,2,11350,5675.0,0.029531144299318312,Low Risk,0
46556,1,17233,17233.0,0.37015637082223557,Medium Risk,1
155021,2,14438,7219.0,0.046567884351152423,Low Risk,0
66962,0,0,0.0,0.0,Low Risk,0
39099,2,17470,8735.0,0.2234072482672191,Risky,1
158788,3,39132,13044.0,0.08214726553643852,Low Risk,0
68144,2,28280,14140.0,0.2075017609767551,Low Risk,1
22837,3,35589,11863.0,0.519464027674388,Medium Risk,1
193371,1,19406,19406.0,0.10035630989134875,Low Risk,0
140212,1,13142,13142.0,0.09372949533563461,Low Risk,0
121802,1,21605,21605.0,0.17737803976946193,Low Risk,0
66012,1,16061,16061.0,0.24330424771253711,Risky,1
145193,1,7011,7011.0,0.04828745187440166,Low Risk,0
163178,1,39640,39640.0,0.24292490409246345,Risky,1
73123,2,16174,8087.0,0.11059447779768336,Low Risk,0
126825,2,21992,10996.0,0.08670214863000197,Low Risk,0
23720,1,2730,2730.0,0.11509274873524451,Low Risk,0
167192,2,22854,11427.0,0.06834657160629695,Low Risk,0
73655,0,0,0.0,0.0,Low Risk,0
193446,3,5644,1881.33,0.009725349709996587,Low Risk,0
196143,1,10539,10539.0,0.05373120631376088,Low Risk,0
135507,0,0,0.0,0.0,Low Risk,0
49812,1,40434,40434.0,0.8117321127439171,Risky,1
64570,3,42738,14246.0,0.22062877497289762,Risky,1
65901,2,11190,5595.0,0.08490007738881049,Low Risk,0
75186,0,0,0.0,0.0,Low Risk,0
137066,0,0,0.0,0.0,Low Risk,0
143364,2,32844,16422.0,0.11454758516782455,Low Risk,0
196323,1,21336,21336.0,0.10867804587338213,Low Risk,0
51160,0,0,0.0,0.0,Low Risk,0
91208,1,21044,21044.0,0.23072537496710815,Risky,1
164001,1,12998,12998.0,0.07925561429503479,Low Risk,0
110377,2,16172,8086.0,0.07325801570979461,Low Risk,0
57863,2,4298,2149.0,0.037139450080362235,Low Risk,0
80439,1,52170,52170.0,0.648565994107336,Risky,1
153266,2,4872,2436.0,0.015893936032779613,Low Risk,0
136361,2,8500,4250.0,0.031167269233871853,Low Risk,0
111176,2,36156,18078.0,0.16260703749010577,Low Risk,0
44777,1,30526,30526.0,0.6817339258994574,Risky,1
172255,0,0,0.0,0.0,Low Risk,0
162270,1,23808,23808.0,0.1467184322425587,Low Risk,0
167483,1,8842,8842.0,0.052793417839422506,Low Risk,0
196649,3,3075,1025.0,0.005212332633270447,Low Risk,0
77501,1,18038,18038.0,0.23274538393052993,Risky,1
54422,1,6161,6161.0,0.11320789386645107,Low Risk,0
181280,4,90140,22535.0,0.12431045895851721,Low Risk,0
136544,2,5704,2852.0,0.020887040074994142,Low Risk,0
153439,0,0,0.0,0.0,Low Risk,0
50362,1,11623,11623.0,0.23078908701004724,Risky,1
184357,1,4622,4622.0,0.02507092217816519,Low Risk,0
141683,1,38556,38556.0,0.2721286251702745,Risky,1
51307,0,0,0.0,0.0,Low Risk,0
95280,0,0,0.0,0.0,Low Risk,0
165939,2,61516,30758.0,0.18535726984012196,Low Risk,0
152450,2,29636,14818.0,0.09719908166612004,Low Risk,0
122669,1,3070,3070.0,0.025026697861725455,Low Risk,0
173998,1,10968,10968.0,0.06303520730123335,Low Risk,0
118215,1,5134,5134.0,0.04342934483779554,Low Risk,0
113707,1,13452,13452.0,0.11830406219493962,Low Risk,0
159252,1,17797,17797.0,0.11175369854067767,Low Risk,0
107837,3,35562,11854.0,0.10992516483210772,Low Risk,0
133070,0,0,0.0,0.0,Low Risk,0
170086,2,14296,7148.0,0.042025798713591946,Low Risk,0
94872,1,6791,6791.0,0.07158065604182477,Low Risk,0
102736,3,54909,18303.0,0.17815566111197634,Low Risk,0
20470,2,36580,18290.0,0.8935026868588177,Risky,1
161025,0,0,0.0,0.0,Low Risk,0
107969,1,5895,5895.0,0.05459900527003121,Low Risk,0
21523,1,18176,18176.0,0.8444919388561074,Risky,1
46169,3,37257,12419.0,0.268990014945093,Risky,1
60641,2,26756,13378.0,0.22060981843966954,Risky,1
169062,1,9450,9450.0,0.055896653298789796,Low Risk,0
44661,1,12558,12558.0,0.2811849264458924,Risky,1
159491,3,42171,14057.0,0.08813663466904088,Low Risk,0
29457,1,2360,2360.0,0.08011678039175747,Low Risk,0
118619,2,21756,10878.0,0.09170537603587958,Low Risk,0
91102,3,48668,16222.67,0.17807150227217844,Low Risk,0
48085,1,2410,2410.0,0.05011957991057502,Low Risk,0
112064,1,12678,12678.0,0.11313178183894917,Low Risk,0
196726,1,16185,16185.0,0.08227178918902432,Low Risk,0
152202,2,19628,9814.0,0.06448009881604709,Low Risk,0
148114,0,0,0.0,0.0,Low Risk,0
57982,1,14839,14839.0,0.25592425235417887,Risky,1
129161,2,5742,2871.0,0.02222807194122065,Low Risk,0
67709,1,15868,15868.0,0.234355846342436,Risky,1
93137,2,5450,2725.0,0.029257974811299485,Low Risk,0
51018,2,20612,10306.0,0.20200713473675957,Low Risk,1
154681,1,8216,8216.0,0.053115767288807285,Low Risk,0
98021,1,7275,7275.0,0.07421878985115435,Low Risk,0
166877,1,8199,8199.0,0.049131995421777715,Low Risk,0
176183,2,67204,33602.0,0.190722146858664,Low Risk,1
103578,1,19906,19906.0,0.1921836683465601,Low Risk,1
159962,1,14531,14531.0,0.09084032457708706,Low Risk,0
141044,2,10080,5040.0,0.035733529962281275,Low Risk,0
90020,3,10170,3390.0,0.03765829815596534,Low Risk,0
43481,0,0,0.0,0.0,Low Risk,0
157339,3,32148,10716.0,0.06810771645936481,Low Risk,0
132897,2,26918,13459.0,0.10127391889959894,Low Risk,0
152815,1,7141,7141.0,0.04672970585348297,Low Risk,0
118475,1,8939,8939.0,0.07545051698670606,Low Risk,0
64476,1,30542,30542.0,0.4736956386872635,Medium Risk,1
43552,1,4801,4801.0,0.11023603967670831,Low Risk,0
189802,3,34040,11346.67,0.05978161452460986,Low Risk,0
175020,3,54594,18198.0,0.10397668837847103,Low Risk,0
31535,2,39852,19926.0,0.6318693515141905,Risky,1
81490,1,16350,16350.0,0.20063811510614799,Low Risk,1
134042,2,15920,7960.0,0.059384372062487874,Low Risk,0
104080,2,52749,26374.5,0.2534060338201384,Risky,1
95674,2,58701,29350.5,0.30677613562723416,Medium Risk,1
57462,0,0,0.0,0.0,Low Risk,0
149199,3,18129,6043.0,0.04050295243265706,Low Risk,0
38147,2,17668,8834.0,0.2315778436050017,Risky,1
191600,1,10556,10556.0,0.055093945720250524,Low Risk,0
92095,4,11408,2852.0,0.03096802215103969,Low Risk,0
105925,1,51789,51789.0,0.4889214066556526,Medium Risk,1
78749,1,62936,62936.0,0.7991974501263508,Risky,1
28731,1,11650,11650.0,0.40548536424071563,Medium Risk,1
139647,1,17596,17596.0,0.12600342291635339,Low Risk,0
66024,1,5655,5655.0,0.08565067248273354,Low Risk,0
131712,2,19498,9749.0,0.07401755344995141,Low Risk,0
116121,1,11797,11797.0,0.10159230457884448,Low Risk,0
18832,2,15290,7645.0,0.40595794392523366,Medium Risk,1
27467,2,5988,2994.0,0.10900353151053992,Low Risk,0
56025,3,47598,15866.0,0.2831950022311468,Risky,1
159179,2,48366,24183.0,0.15192330646630522,Low Risk,0
92994,1,35716,35716.0,0.38406778931974106,Medium Risk,1
109202,2,27699,13849.5,0.12682460028204612,Low Risk,0
58481,3,59215,19738.33,0.3375169713240198,Medium Risk,1
139010,3,27102,9034.0,0.0649881303503345,Low Risk,0
197710,4,13072,3268.0,0.016529260027312732,Low Risk,0
138714,0,0,0.0,0.0,Low Risk,0
154490,1,36646,36646.0,0.23720629166936372,Risky,1
99363,0,0,0.0,0.0,Low Risk,0
138607,2,29192,14596.0,0.10530492687959482,Low Risk,0
78044,1,42384,42384.0,0.5430782635436421,Medium Risk,1
26814,2,24638,12319.0,0.4594241813977773,Medium Risk,1
25024,0,0,0.0,0.0,Low Risk,0
124236,1,21084,21084.0,0.16970926301555106,Low Risk,0
72836,1,29252,29252.0,0.4016145861936405,Medium Risk,1
22435,3,53300,17766.67,0.7919175395587251,Risky,1
85601,4,37688,9422.0,0.11006880760738777,Low Risk,0
135871,1,19883,19883.0,0.1463373346777458,Low Risk,0
149479,0,0,0.0,0.0,Low Risk,0
113943,1,43536,43536.0,0.3820857797319713,Medium Risk,1
47940,3,46416,15472.0,0.32273675427617854,Medium Risk,1
133647,0,0,0.0,0.0,Low Risk,0
171164,2,35880,17940.0,0.10481175948213409,Low Risk,0
144753,1,24168,24168.0,0.16696027025346624,Low Risk,0
116190,1,9222,9222.0,0.07936999741802221,Low Risk,0
115468,2,17650,8825.0,0.07642810129213289,Low Risk,0
144207,1,3065,3065.0,0.021254169353776168,Low Risk,0
51713,1,11348,11348.0,0.21944191982673603,Risky,1
58169,2,20188,10094.0,0.1735288555759941,Low Risk,0
92511,1,15137,15137.0,0.16362378527958837,Low Risk,0
197814,1,32620,32620.0,0.16490238304670043,Low Risk,0
55522,3,30735,10245.0,0.18452145095637765,Low Risk,0
114397,2,4488,2244.0,0.019615899018330902,Low Risk,0
189526,1,18370,18370.0,0.09692601542796239,Low Risk,0
58539,3,31329,10443.0,0.17839389125198585,Low Risk,0
29799,1,5433,5433.0,0.18232155441457767,Low Risk,0
119843,2,3980,1990.0,0.016605058284589004,Low Risk,0
128034,3,17127,5709.0,0.044589718356061674,Low Risk,0
189405,1,4580,4580.0,0.02418098783031071,Low Risk,0
186900,3,58764,19588.0,0.10480470840021403,Low Risk,0
69362,0,0,0.0,0.0,Low Risk,0
196413,1,13922,13922.0,0.07088125531405762,Low Risk,0
117399,2,13100,6550.0,0.055792638778865235,Low Risk,0
71920,0,0,0.0,0.0,Low Risk,0
166388,0,0,0.0,0.0,Low Risk,0
172255,2,49112,24556.0,0.14255609416272386,Low Risk,0
104326,2,21434,10717.0,0.10272607020301747,Low Risk,0
172828,0,0,0.0,0.0,Low Risk,0
75390,2,35284,17642.0,0.2340098156254145,Risky,1
83369,1,29280,29280.0,0.3512096822559944,Medium Risk,1
128012,1,9990,9990.0,0.0780395587913633,Low Risk,0
160188,2,59685,29842.5,0.18629672634654282,Low Risk,0
88181,1,15510,15510.0,0.1758882298907928,Low Risk,0
138711,3,8136,2712.0,0.019551441486255598,Low Risk,0
30994,1,16670,16670.0,0.5378460347163967,Medium Risk,1
126915,1,21762,21762.0,0.1714690934877674,Low Risk,0
119672,1,32606,32606.0,0.2724613944782405,Risky,1
32205,3,29754,9918.0,0.30796460176991153,Medium Risk,1
47930,1,2821,2821.0,0.05885666597120801,Low Risk,0
88313,1,2816,2816.0,0.03188658521395491,Low Risk,0
128153,0,0,0.0,0.0,Low Risk,0
33316,3,52425,17475.0,0.5245227518309521,Medium Risk,1
173376,2,8864,4432.0,0.025562938353636027,Low Risk,0
102876,0,0,0.0,0.0,Low Risk,0
100366,1,19768,19768.0,0.1969591295857163,Low Risk,1
28403,0,0,0.0,0.0,Low Risk,0
95052,2,35972,17986.0,0.1892227412363759,Low Risk,0
178004,1,9198,9198.0,0.05167299611244691,Low Risk,0
111090,2,21789,10894.5,0.09806913313529571,Low Risk,0
149457,1,18757,18757.0,0.12550098021504513,Low Risk,0
156439,3,38862,12954.0,0.08280543854154016,Low Risk,0
179404,1,4306,4306.0,0.024001694499565226,Low Risk,0
181340,2,19274,9637.0,0.05314326679166207,Low Risk,0
171635,2,26266,13133.0,0.07651702741282372,Low Risk,0
120185,1,15218,15218.0,0.12662145858468196,Low Risk,0
51404,2,19408,9704.0,0.1887790833398179,Low Risk,0
70182,1,16885,16885.0,0.24058875495141205,Risky,1
193735,1,3090,3090.0,0.015949621906212092,Low Risk,0
80886,2,10599,5299.5,0.06551813663674802,Low Risk,0
137002,0,0,0.0,0.0,Low Risk,0
170199,1,10170,10170.0,0.05975358257099043,Low Risk,0
72692,1,6430,6430.0,0.08845540086942166,Low Risk,0
52500,3,51123,17041.0,0.3245904761904762,Medium Risk,1
48785,1,33526,33526.0,0.6872194322025212,Risky,1
99146,0,0,0.0,0.0,Low Risk,0
22170,2,4550,2275.0,0.10261614794767704,Low Risk,0
159375,1,10504,10504.0,0.06590745098039216,Low Risk,0
147965,1,6057,6057.0,0.04093535633426824,Low Risk,0
159825,3,8196,2732.0,0.017093696230251837,Low Risk,0
71030,2,20898,10449.0,0.1471068562579192,Low Risk,0
194363,2,13410,6705.0,0.03449730658613007,Low Risk,0
19042,1,18528,18528.0,0.9730070370759374,Risky,1
52201,0,0,0.0,0.0,Low Risk,0
29016,2,39616,19808.0,0.6826578439481665,Risky,1
40022,2,38636,19318.0,0.48268452351206836,Medium Risk,1
42938,2,6968,3484.0,0.08114024873072803,Low Risk,0
133171,2,34432,17216.0,0.12927739522869094,Low Risk,0
76720,1,60966,60966.0,0.7946558915537018,Risky,1
120514,2,39860,19930.0,0.1653749771810744,Low Risk,0
148058,1,29948,29948.0,0.20227208256223914,Low Risk,1
158233,2,21050,10525.0,0.066515834244437,Low Risk,0
166761,1,11309,11309.0,0.0678156163611396,Low Risk,0
142101,1,34740,34740.0,0.24447400088669327,Risky,1
114273,2,67025,33512.5,0.2932670009538561,Risky,1
78745,1,23616,23616.0,0.29990475585751475,Risky,1
147283,0,0,0.0,0.0,Low Risk,0
146301,4,12164,3041.0,0.020785913971879892,Low Risk,0
133972,2,30660,15330.0,0.11442689517212552,Low Risk,0
194614,1,14198,14198.0,0.07295466924270608,Low Risk,0
160417,1,8504,8504.0,0.053011837897479694,Low Risk,0
116489,3,32241,10747.0,0.09225763806024603,Low Risk,0
46819,1,18073,18073.0,0.38601849676413424,Medium Risk,1
62779,2,2238,1119.0,0.01782443173672725,Low Risk,0
107244,0,0,0.0,0.0,Low Risk,0
166022,2,31298,15649.0,0.09425859223476407,Low Risk,0
130074,1,49725,49725.0,0.3822823930993127,Medium Risk,1
114273,2,17246,8623.0,0.0754596448854935,Low Risk,0
86356,3,19977,6659.0,0.07711102876464866,Low Risk,0
160364,1,39765,39765.0,0.24796712479110025,Risky,1
59377,2,51904,25952.0,0.4370715933779073,Medium Risk,1
82819,1,35454,35454.0,0.4280901725449474,Medium Risk,1
128689,1,16718,16718.0,0.1299100933257699,Low Risk,0
45461,2,64784,32392.0,0.7125228217593101,Risky,1
35750,2,34592,17296.0,0.4838041958041958,Medium Risk,1
127036,1,1455,1455.0,0.011453446267199848,Low Risk,0
40523,2,34572,17286.0,0.4265725637292402,Medium Risk,1
118262,0,0,0.0,0.0,Low Risk,0
24079,0,0,0.0,0.0,Low Risk,0
154471,1,44661,44661.0,0.28912223006260074,Risky,1
107906,1,32870,32870.0,0.3046169814468148,Medium Risk,1
31532,2,2118,1059.0,0.03358492959533173,Low Risk,0
58162,2,13062,6531.0,0.11228981121694577,Low Risk,0
149821,1,3764,3764.0,0.02512331382115992,Low Risk,0
26353,2,8382,4191.0,0.1590331271581983,Low Risk,0
127313,1,11721,11721.0,0.09206443960946643,Low Risk,0
43477,1,6686,6686.0,0.15378245969133106,Low Risk,0
170642,2,31350,15675.0,0.09185897961814793,Low Risk,0
101373,1,5987,5987.0,0.059059118305663245,Low Risk,0
157509,1,41664,41664.0,0.2645182180065901,Risky,1
19551,2,29066,14533.0,0.7433379366784307,Risky,1
158988,2,9106,4553.0,0.028637381437592774,Low Risk,0
141150,1,9144,9144.0,0.06478214665249735,Low Risk,0
187517,1,10274,10274.0,0.054789699067284564,Low Risk,0
62636,1,53756,53756.0,0.8582284947953254,Risky,1
44685,2,25748,12874.0,0.2881056282868972,Risky,1
66134,3,53108,17702.67,0.2676788036410923,Risky,1
103916,3,29247,9749.0,0.09381615920551215,Low Risk,0
109455,1,13830,13830.0,0.12635329587501712,Low Risk,0
186065,2,21468,10734.0,0.05768951710423777,Low Risk,0
190405,2,31406,15703.0,0.08247157375068932,Low Risk,0
76192,2,16074,8037.0,0.10548351532969341,Low Risk,0
40993,1,30062,30062.0,0.733344717390774,Risky,1
176564,2,2278,1139.0,0.006450918647062822,Low Risk,0
167053,3,25932,8644.0,0.051744057275236004,Low Risk,0
39143,3,8445,2815.0,0.07191579592775209,Low Risk,0
143406,1,32370,32370.0,0.2257227731057278,Risky,1
196071,2,20440,10220.0,0.0521239754986714,Low Risk,0
85309,3,57230,19076.67,0.22361849277332987,Risky,1
176805,0,0,0.0,0.0,Low Risk,0
91000,2,8470,4235.0,0.046538461538461535,Low Risk,0
194704,1,39956,39956.0,0.20521406853480154,Low Risk,1
118002,0,0,0.0,0.0,Low Risk,0
32948,0,0,0.0,0.0,Low Risk,0
42867,0,0,0.0,0.0,Low Risk,0
59678,1,27940,27940.0,0.46817922852642513,Medium Risk,1
122561,0,0,0.0,0.0,Low Risk,0
27963,0,0,0.0,0.0,Low Risk,0
64434,2,31512,15756.0,0.24452928578079897,Risky,1
81617,4,36248,9062.0,0.11103079015401203,Low Risk,0
166341,2,22092,11046.0,0.06640575684888271,Low Risk,0
132569,1,10376,10376.0,0.07826867518047205,Low Risk,0
94732,2,14698,7349.0,0.07757674281129924,Low Risk,0
96494,1,14322,14322.0,0.14842373619085125,Low Risk,0
97867,0,0,0.0,0.0,Low Risk,0
183600,2,36254,18127.0,0.09873093681917211,Low Risk,0
93972,2,28648,14324.0,0.15242838292257269,Low Risk,0
111261,2,33846,16923.0,0.1521018146520344,Low Risk,0
105748,2,35514,17757.0,0.1679180693724704,Low Risk,0
179404,0,0,0.0,0.0,Low Risk,0
139481,1,26552,26552.0,0.19036284511869,Low Risk,1
112382,2,34668,17334.0,0.15424178249185813,Low Risk,0
24583,2,29740,14870.0,0.6048895578245129,Risky,1
65387,4,76095,19023.75,0.2909408598039366,Risky,1
38104,2,52323,26161.5,0.6865814612639093,Risky,1
27224,2,22758,11379.0,0.4179767851895386,Medium Risk,1
75624,0,0,0.0,0.0,Low Risk,0
119320,1,4134,4134.0,0.03464632919879316,Low Risk,0
175371,2,37942,18971.0,0.10817638035935245,Low Risk,0
93572,0,0,0.0,0.0,Low Risk,0
100469,1,4678,4678.0,0.04656162597418109,Low Risk,0
92928,3,35220,11740.0,0.12633436639118456,Low Risk,0
19141,2,36764,18382.0,0.960346899326054,Risky,1
169422,2,13029,6514.5,0.038451322732584906,Low Risk,0
85871,2,10028,5014.0,0.05838991044706595,Low Risk,0
74902,1,11310,11310.0,0.15099730314277324,Low Risk,0
20577,1,6858,6858.0,0.3332847353841668,Medium Risk,1
35002,1,13240,13240.0,0.37826409919433174,Medium Risk,1
195175,1,2242,2242.0,0.011487126937363904,Low Risk,0
174719,1,17464,17464.0,0.09995478453974668,Low Risk,0
143949,0,0,0.0,0.0,Low Risk,0
110119,0,0,0.0,0.0,Low Risk,0
81830,1,5717,5717.0,0.06986435292679946,Low Risk,0
95632,1,6336,6336.0,0.06625397356533377,Low Risk,0
51833,1,16330,16330.0,0.3150502575579264,Medium Risk,1
39398,0,0,0.0,0.0,Low Risk,0
163778,1,15728,15728.0,0.09603243414866465,Low Risk,0
168412,4,59016,14754.0,0.08760658385388215,Low Risk,0
78884,1,30980,30980.0,0.3927285634602708,Medium Risk,1
99361,2,77805,38902.5,0.39152685661376196,Medium Risk,1
32482,1,26960,26960.0,0.8299981528231021,Risky,1
69225,2,15462,7731.0,0.11167930660888407,Low Risk,0
89854,2,7330,3665.0,0.04078839005497808,Low Risk,0
123721,1,19140,19140.0,0.1547029202803081,Low Risk,0
96110,2,26852,13426.0,0.1396941005098325,Low Risk,0
128606,1,14071,14071.0,0.10941169152294605,Low Risk,0
29650,2,48981,24490.5,0.8259865092748735,Risky,1
192190,4,79848,19962.0,0.10386596597117435,Low Risk,0
43930,1,2026,2026.0,0.0461188254040519,Low Risk,0
26801,1,11334,11334.0,0.4228946681093989,Medium Risk,1
66360,1,19338,19338.0,0.2914104882459313,Risky,1
102908,1,71880,71880.0,0.6984879698371361,Risky,1
162631,3,67764,22588.0,0.13889110932110113,Low Risk,0
28288,1,12804,12804.0,0.45263009049773756,Medium Risk,1
168470,2,48579,24289.5,0.14417700480797768,Low Risk,0
27191,1,3316,3316.0,0.12195211650913905,Low Risk,0
76715,1,2525,2525.0,0.032914032457798344,Low Risk,0
25737,2,22548,11274.0,0.43804639235342113,Medium Risk,1
80140,1,8150,8150.0,0.10169703019715498,Low Risk,0
171323,1,17584,17584.0,0.1026365403360903,Low Risk,0
197047,2,15208,7604.0,0.03858977807325156,Low Risk,0
65508,1,13578,13578.0,0.20727239421139404,Low Risk,1
67224,2,16840,8420.0,0.12525288587409258,Low Risk,0
34643,1,20259,20259.0,0.5847934647692175,Medium Risk,1
118535,2,12216,6108.0,0.05152908423672333,Low Risk,0
49808,1,9401,9401.0,0.1887447799550273,Low Risk,0
73959,1,18007,18007.0,0.24347273489365728,Risky,1
147921,2,21994,10997.0,0.07434373753557642,Low Risk,0
83178,1,6261,6261.0,0.0752723075813316,Low Risk,0
127255,1,5268,5268.0,0.04139719460924914,Low Risk,0
101322,2,20952,10476.0,0.10339314265411263,Low Risk,0
59565,3,3030,1010.0,0.01695626626374549,Low Risk,0
166255,1,72576,72576.0,0.4365342395717422,Medium Risk,1
16132,2,4354,2177.0,0.13494916935283907,Low Risk,0
78668,3,59628,19876.0,0.2526567346316164,Risky,1
184635,2,10167,5083.5,0.02753269965066212,Low Risk,0
123835,2,51548,25774.0,0.20813178826664513,Low Risk,1
157003,0,0,0.0,0.0,Low Risk,0
88169,2,25730,12865.0,0.14591296260590456,Low Risk,0
196711,1,19936,19936.0,0.10134664558667283,Low Risk,0
115417,1,26654,26654.0,0.230936517150853,Risky,1
192763,0,0,0.0,0.0,Low Risk,0
39363,1,14223,14223.0,0.36132916698422374,Medium Risk,1
61694,2,16570,8285.0,0.13429182740623075,Low Risk,0
147654,2,9678,4839.0,0.032772562883497905,Low Risk,0
89329,1,15137,15137.0,0.16945224954941845,Low Risk,0
16620,0,0,0.0,0.0,Low Risk,0
77224,1,13504,13504.0,0.17486791670983115,Low Risk,0
110419,1,2740,2740.0,0.02481456995625753,Low Risk,0
183606,1,58524,58524.0,0.31874775334139405,Medium Risk,1
135050,0,0,0.0,0.0,Low Risk,0
70856,0,0,0.0,0.0,Low Risk,0
195324,3,38199,12733.0,0.06518912166451639,Low Risk,0
70809,1,7566,7566.0,0.10685082404779053,Low Risk,0
37259,2,3704,1852.0,0.049706111275128154,Low Risk,0
177701,1,35604,35604.0,0.20035903005610547,Low Risk,1
169682,2,31810,15905.0,0.09373416154925095,Low Risk,0
36602,1,18702,18702.0,0.5109556854816677,Medium Risk,1
100945,2,35010,17505.0,0.173411263559364,Low Risk,0
157182,1,15762,15762.0,0.10027865786158721,Low Risk,0
152145,2,86195,43097.5,0.283265963390187,Risky,1
115846,1,37992,37992.0,0.32795262676311654,Medium Risk,1
95818,2,26348,13174.0,0.13748982445886995,Low Risk,0
156267,1,5792,5792.0,0.03706476735331196,Low Risk,0
163210,1,6976,6976.0,0.04274247901476625,Low Risk,0
190400,1,4911,4911.0,0.025793067226890756,Low Risk,0
186236,1,37360,37360.0,0.20060568311175067,Low Risk,1
141545,1,55269,55269.0,0.39046946200854854,Medium Risk,1
104743,1,21164,21164.0,0.20205646200700764,Low Risk,1
195764,1,17628,17628.0,0.09004719968942196,Low Risk,0
170917,2,3406,1703.0,0.009963900606727243,Low Risk,0
104846,2,12940,6470.0,0.06170955496633157,Low Risk,0
89233,3,50253,16751.0,0.18772203108715385,Low Risk,0
98049,2,68650,34325.0,0.3500800620098114,Medium Risk,1
77532,1,36762,36762.0,0.47415260795542485,Medium Risk,1
35104,1,12040,12040.0,0.34298085688240654,Medium Risk,1
139336,4,4972,1243.0,0.008920881896997187,Low Risk,0
142904,3,10242,3414.0,0.023890164026199406,Low Risk,0
84603,2,9712,4856.0,0.057397491814711064,Low Risk,0
117499,2,14526,7263.0,0.06181329202801726,Low Risk,0
74025,2,32370,16185.0,0.21864235055724418,Risky,1
47317,1,16799,16799.0,0.3550309613880846,Medium Risk,1
188084,1,13470,13470.0,0.07161693711320474,Low Risk,0
120585,1,14772,14772.0,0.12250279885557905,Low Risk,0
167472,3,10705,3568.33,0.021307024457819814,Low Risk,0
95206,1,5197,5197.0,0.054586895783879166,Low Risk,0
84468,2,13648,6824.0,0.08078799071837856,Low Risk,0
182856,0,0,0.0,0.0,Low Risk,0
38723,0,0,0.0,0.0,Low Risk,0
111881,2,26936,13468.0,0.12037790152036539,Low Risk,0
60929,1,14514,14514.0,0.23821168901508313,Risky,1
138199,2,18210,9105.0,0.06588325530575474,Low Risk,0
94569,2,22966,11483.0,0.12142456830462414,Low Risk,0
177046,3,16290,5430.0,0.030669995368435322,Low Risk,0
169169,1,10238,10238.0,0.06051936229451022,Low Risk,0
108144,2,26498,13249.0,0.12251257582482616,Low Risk,0
79824,1,7597,7597.0,0.09517187813189015,Low Risk,0
38525,1,9628,9628.0,0.24991563919532772,Risky,1
72804,1,40804,40804.0,0.5604637107851217,Medium Risk,1
56846,1,49545,49545.0,0.87156528163811,Risky,1
92261,1,8812,8812.0,0.09551164630775734,Low Risk,0
196299,1,25588,25588.0,0.13035216684751325,Low Risk,0
199100,1,6700,6700.0,0.03365143144148669,Low Risk,0
183455,1,9127,9127.0,0.049750620043062334,Low Risk,0
22265,1,2545,2545.0,0.11430496294632832,Low Risk,0
30733,2,11577,5788.5,0.1883480298050955,Low Risk,0
127196,2,28114,14057.0,0.1105144815874713,Low Risk,0
155319,3,57468,19156.0,0.12333326894970995,Low Risk,0
169912,1,17548,17548.0,0.10327699044211121,Low Risk,0
