user_id,age,monthly_income,orders_per_month,avg_order_amount,num_active_bnpl_plans,total_bnpl_amount,average_emi,total_monthly_emi,dti_ratio,bnpl_utilization_ratio,repayment_delay_count,last_payment_delay_days,on_time_repayment_rate,spending_volatility,impulse_purchase_count,risk_label
3937,44,150481,4,11957,2,47828,23914.0,47828.0,0.32,0.32,5,18,0.0,0.2,2,Risky
3938,29,142159,3,4938,3,14814,4938.0,14814.0,0.1,0.1,0,11,1.0,0.17,1,Medium
3939,34,41751,4,19895,1,79580,79580.0,79580.0,1.91,1.91,0,15,1.0,0.34,4,Risky
3940,23,53174,1,2073,1,2073,2073.0,2073.0,0.04,0.04,1,4,0.8,0.26,3,Medium
3941,50,137678,3,3192,0,9576,0.0,0.0,0.0,0.07,2,1,0.6,0.27,1,Medium
3942,22,71572,3,9207,0,27621,0.0,0.0,0.0,0.39,2,2,0.6,0.15,3,Medium
3943,45,76416,1,8383,1,8383,8383.0,8383.0,0.11,0.11,0,12,1.0,0.31,0,Risky
3944,31,158113,2,6171,0,12342,0.0,0.0,0.0,0.08,3,20,0.4,0.2,1,Risky
3945,22,169299,3,9298,2,27894,13947.0,27894.0,0.16,0.16,1,6,0.8,0.38,1,Risky
3946,50,50201,1,7480,1,7480,7480.0,7480.0,0.15,0.15,2,12,0.6,0.26,1,Medium
3947,58,51069,3,13658,1,40974,40974.0,40974.0,0.8,0.8,3,15,0.4,0.14,3,Risky
3948,36,41370,3,3857,3,11571,3857.0,11571.0,0.28,0.28,0,21,1.0,0.07,4,Low
3949,39,140342,1,5349,1,5349,5349.0,5349.0,0.04,0.04,0,13,1.0,0.35,3,Risky
3950,22,157658,6,2428,0,14568,0.0,0.0,0.0,0.09,0,29,1.0,0.19,1,Medium
3951,19,196303,6,7723,5,46338,9267.6,46338.0,0.24,0.24,2,17,0.6,0.03,2,Medium
3952,47,140758,1,15010,1,15010,15010.0,15010.0,0.11,0.11,0,12,1.0,0.46,2,Risky
3953,56,151394,5,16718,0,83590,0.0,0.0,0.0,0.55,0,13,1.0,0.19,1,Medium
3954,21,80294,2,15809,2,31618,15809.0,31618.0,0.39,0.39,1,8,0.8,0.37,2,Risky
3955,50,94468,1,14272,1,14272,14272.0,14272.0,0.15,0.15,0,7,1.0,0.23,1,Medium
3956,30,175371,2,12828,2,25656,12828.0,25656.0,0.15,0.15,2,24,0.6,0.45,5,Risky
3957,37,105715,0,12663,0,0,0.0,0.0,0.0,0.0,1,24,0.8,0.01,3,Medium
3958,24,85793,4,8856,0,35424,0.0,0.0,0.0,0.41,0,4,1.0,0.13,1,Low
3959,32,192573,1,12223,1,12223,12223.0,12223.0,0.06,0.06,4,26,0.2,0.27,0,Risky
3960,40,126672,1,7645,1,7645,7645.0,7645.0,0.06,0.06,0,22,1.0,0.16,5,Medium
3961,31,155849,0,3921,0,0,0.0,0.0,0.0,0.0,0,6,1.0,0.37,1,Risky
3962,40,157321,1,9166,1,9166,9166.0,9166.0,0.06,0.06,3,15,0.4,0.34,2,Risky
3963,36,135902,2,13637,2,27274,13637.0,27274.0,0.2,0.2,1,9,0.8,0.01,3,Medium
3964,46,36390,3,14766,3,44298,14766.0,44298.0,1.22,1.22,0,24,1.0,0.3,1,Risky
3965,37,35369,2,1878,0,3756,0.0,0.0,0.0,0.11,0,24,1.0,0.42,3,Risky
3966,46,158953,2,11704,1,23408,23408.0,23408.0,0.15,0.15,4,21,0.2,0.16,1,Risky
3967,41,24587,2,9502,2,19004,9502.0,19004.0,0.77,0.77,0,2,1.0,0.07,2,Risky
3968,35,122009,4,16266,3,65064,21688.0,65064.0,0.53,0.53,0,23,1.0,0.37,4,Risky
3969,27,153905,1,16300,1,16300,16300.0,16300.0,0.11,0.11,2,16,0.6,0.45,1,Risky
3970,58,62013,2,2321,1,4642,4642.0,4642.0,0.07,0.07,0,9,1.0,0.33,1,Risky
3971,25,132341,3,12588,2,37764,18882.0,37764.0,0.29,0.29,0,10,1.0,0.42,2,Risky
3972,43,142785,2,16046,1,32092,32092.0,32092.0,0.22,0.22,0,19,1.0,0.5,2,Risky
3973,46,161826,5,11806,4,59030,14757.5,59030.0,0.36,0.36,5,9,0.0,0.25,3,Risky
3974,27,122584,0,9462,0,0,0.0,0.0,0.0,0.0,0,17,1.0,0.47,3,Risky
3975,34,93113,5,6220,2,31100,15550.0,31100.0,0.33,0.33,0,20,1.0,0.17,1,Medium
3976,19,101784,2,4124,2,8248,4124.0,8248.0,0.08,0.08,2,27,0.6,0.37,4,Risky
3977,23,50282,2,19137,1,38274,38274.0,38274.0,0.76,0.76,0,27,1.0,0.45,1,Risky
3978,22,182809,1,9186,1,9186,9186.0,9186.0,0.05,0.05,0,22,1.0,0.26,1,Medium
3979,45,39124,3,6099,2,18297,9148.5,18297.0,0.47,0.47,0,26,1.0,0.31,1,Risky
3980,58,85102,1,9552,1,9552,9552.0,9552.0,0.11,0.11,1,0,0.8,0.49,3,Risky
3981,22,148268,3,12627,1,37881,37881.0,37881.0,0.26,0.26,0,3,1.0,0.13,2,Low
3982,35,76527,3,18235,2,54705,27352.5,54705.0,0.71,0.71,0,2,1.0,0.18,0,Risky
3983,43,145371,2,18243,2,36486,18243.0,36486.0,0.25,0.25,0,19,1.0,0.39,0,Risky
3984,37,145942,3,13988,1,41964,41964.0,41964.0,0.29,0.29,0,5,1.0,0.17,1,Medium
3985,58,111651,1,2350,1,2350,2350.0,2350.0,0.02,0.02,5,25,0.0,0.25,2,Risky
3986,44,100395,1,13276,1,13276,13276.0,13276.0,0.13,0.13,0,5,1.0,0.03,1,Low
3987,29,26345,3,12739,1,38217,38217.0,38217.0,1.45,1.45,1,27,0.8,0.28,1,Risky
3988,24,139544,2,6730,2,13460,6730.0,13460.0,0.1,0.1,1,16,0.8,0.31,0,Risky
3989,20,49077,3,13384,2,40152,20076.0,40152.0,0.82,0.82,1,18,0.8,0.04,2,Risky
3990,27,145429,3,1326,3,3978,1326.0,3978.0,0.03,0.03,0,16,1.0,0.12,1,Low
3991,51,27055,1,3120,1,3120,3120.0,3120.0,0.12,0.12,0,28,1.0,0.22,2,Medium
3992,42,118693,0,1993,0,0,0.0,0.0,0.0,0.0,5,16,0.0,0.39,3,Risky
3993,52,100283,3,19150,3,57450,19150.0,57450.0,0.57,0.57,0,16,1.0,0.01,2,Risky
3994,33,59484,1,13620,1,13620,13620.0,13620.0,0.23,0.23,1,2,0.8,0.17,3,Medium
3995,19,92514,1,16778,1,16778,16778.0,16778.0,0.18,0.18,0,13,1.0,0.0,3,Low
3996,41,105135,1,19348,1,19348,19348.0,19348.0,0.18,0.18,0,1,1.0,0.26,0,Medium
3997,27,50771,1,3781,1,3781,3781.0,3781.0,0.07,0.07,0,29,1.0,0.25,3,Medium
3998,55,192612,3,8019,3,24057,8019.0,24057.0,0.12,0.12,0,27,1.0,0.38,2,Risky
3999,39,125284,1,3905,1,3905,3905.0,3905.0,0.03,0.03,4,3,0.2,0.0,2,Risky
4000,43,132399,3,9290,0,27870,0.0,0.0,0.0,0.21,2,22,0.6,0.38,2,Risky
4001,56,119885,6,16260,1,97560,97560.0,97560.0,0.81,0.81,3,26,0.4,0.45,0,Risky
4002,44,175449,0,17627,0,0,0.0,0.0,0.0,0.0,1,26,0.8,0.16,1,Medium
4003,46,195645,3,8938,3,26814,8938.0,26814.0,0.14,0.14,0,29,1.0,0.17,1,Medium
4004,55,188805,2,6494,1,12988,12988.0,12988.0,0.07,0.07,0,30,1.0,0.0,1,Low
4005,37,144344,1,3709,1,3709,3709.0,3709.0,0.03,0.03,1,17,0.8,0.21,2,Medium
4006,44,157832,3,13654,3,40962,13654.0,40962.0,0.26,0.26,0,1,1.0,0.31,0,Risky
4007,58,128226,1,17369,1,17369,17369.0,17369.0,0.14,0.14,2,28,0.6,0.06,6,Medium
4008,37,114250,0,12418,0,0,0.0,0.0,0.0,0.0,1,27,0.8,0.33,3,Risky
4009,36,40762,1,14769,1,14769,14769.0,14769.0,0.36,0.36,1,11,0.8,0.18,3,Medium
4010,37,197058,6,8795,2,52770,26385.0,52770.0,0.27,0.27,1,14,0.8,0.34,3,Risky
4011,52,180404,1,17082,1,17082,17082.0,17082.0,0.09,0.09,2,12,0.6,0.13,8,Medium
4012,19,186172,4,18431,2,73724,36862.0,73724.0,0.4,0.4,0,10,1.0,0.39,2,Risky
4013,47,151016,4,10507,4,42028,10507.0,42028.0,0.28,0.28,0,6,1.0,0.27,3,Medium
4014,51,63825,1,10578,1,10578,10578.0,10578.0,0.17,0.17,0,27,1.0,0.27,1,Medium
4015,39,28877,2,7711,2,15422,7711.0,15422.0,0.53,0.53,0,8,1.0,0.24,4,Risky
4016,20,176062,3,16979,2,50937,25468.5,50937.0,0.29,0.29,3,26,0.4,0.42,1,Risky
4017,23,144065,1,16049,1,16049,16049.0,16049.0,0.11,0.11,0,14,1.0,0.28,2,Medium
4018,32,123443,3,9062,1,27186,27186.0,27186.0,0.22,0.22,2,2,0.6,0.08,1,Medium
4019,44,114612,3,16833,2,50499,25249.5,50499.0,0.44,0.44,0,9,1.0,0.31,1,Risky
4020,27,132674,3,10603,1,31809,31809.0,31809.0,0.24,0.24,0,7,1.0,0.26,1,Medium
4021,26,130074,1,12441,1,12441,12441.0,12441.0,0.1,0.1,0,5,1.0,0.03,1,Low
4022,50,149330,3,5570,3,16710,5570.0,16710.0,0.11,0.11,1,30,0.8,0.29,1,Medium
4023,49,46629,4,19836,1,79344,79344.0,79344.0,1.7,1.7,1,28,0.8,0.04,0,Risky
4024,23,183651,3,19467,2,58401,29200.5,58401.0,0.32,0.32,0,13,1.0,0.36,2,Risky
4025,58,169030,0,13845,0,0,0.0,0.0,0.0,0.0,1,5,0.8,0.33,3,Risky
4026,53,185537,5,12870,3,64350,21450.0,64350.0,0.35,0.35,0,18,1.0,0.25,0,Medium
4027,19,30775,2,10542,2,21084,10542.0,21084.0,0.69,0.69,1,25,0.8,0.37,0,Risky
4028,46,180279,2,5833,0,11666,0.0,0.0,0.0,0.06,1,8,0.8,0.14,0,Medium
4029,21,168625,1,7801,1,7801,7801.0,7801.0,0.05,0.05,1,8,0.8,0.22,1,Medium
4030,18,199704,0,4340,0,0,0.0,0.0,0.0,0.0,0,19,1.0,0.01,3,Low
4031,36,15055,3,11764,0,35292,0.0,0.0,0.0,2.34,0,15,1.0,0.49,6,Risky
4032,43,103697,2,13312,1,26624,26624.0,26624.0,0.26,0.26,2,12,0.6,0.03,2,Medium
4033,42,178945,2,4844,1,9688,9688.0,9688.0,0.05,0.05,0,12,1.0,0.05,4,Low
4034,27,116505,4,1639,1,6556,6556.0,6556.0,0.06,0.06,2,25,0.6,0.25,0,Medium
4035,32,95720,4,12420,3,49680,16560.0,49680.0,0.52,0.52,0,11,1.0,0.19,0,Risky
4036,39,93199,1,16211,1,16211,16211.0,16211.0,0.17,0.17,1,21,0.8,0.27,2,Medium
4037,38,171390,1,14496,1,14496,14496.0,14496.0,0.08,0.08,0,20,1.0,0.42,2,Risky
4038,39,48734,1,9151,1,9151,9151.0,9151.0,0.19,0.19,0,19,1.0,0.08,4,Low
4039,53,164594,0,9377,0,0,0.0,0.0,0.0,0.0,3,1,0.4,0.32,4,Risky
4040,51,157728,2,6400,2,12800,6400.0,12800.0,0.08,0.08,0,3,1.0,0.01,3,Low
4041,47,161965,2,16945,2,33890,16945.0,33890.0,0.21,0.21,0,6,1.0,0.4,1,Risky
4042,42,31493,2,18702,1,37404,37404.0,37404.0,1.19,1.19,0,18,1.0,0.41,2,Risky
4043,45,149704,0,9719,0,0,0.0,0.0,0.0,0.0,2,2,0.6,0.19,4,Medium
4044,18,110872,5,4259,3,21295,7098.33,21295.0,0.19,0.19,0,10,1.0,0.09,5,Low
4045,21,76779,0,4483,0,0,0.0,0.0,0.0,0.0,2,18,0.6,0.41,7,Risky
4046,24,184524,3,10759,2,32277,16138.5,32277.0,0.17,0.17,1,24,0.8,0.45,2,Risky
4047,26,159338,0,11226,0,0,0.0,0.0,0.0,0.0,0,13,1.0,0.04,1,Low
4048,53,136187,1,15172,1,15172,15172.0,15172.0,0.11,0.11,0,16,1.0,0.29,1,Medium
4049,36,131603,0,18708,0,0,0.0,0.0,0.0,0.0,0,4,1.0,0.47,2,Risky
4050,18,76607,2,5404,2,10808,5404.0,10808.0,0.14,0.14,1,24,0.8,0.32,3,Risky
4051,27,31940,0,10404,0,0,0.0,0.0,0.0,0.0,0,13,1.0,0.41,1,Risky
4052,53,170075,1,6937,1,6937,6937.0,6937.0,0.04,0.04,0,6,1.0,0.11,1,Low
4053,26,142880,0,2434,0,0,0.0,0.0,0.0,0.0,1,11,0.8,0.05,2,Medium
4054,59,113408,1,9729,1,9729,9729.0,9729.0,0.09,0.09,0,27,1.0,0.19,1,Medium
4055,49,49815,1,5953,1,5953,5953.0,5953.0,0.12,0.12,0,16,1.0,0.2,0,Medium
4056,49,176941,3,10766,0,32298,0.0,0.0,0.0,0.18,4,19,0.2,0.39,2,Risky
4057,23,64297,4,9384,3,37536,12512.0,37536.0,0.58,0.58,2,21,0.6,0.2,2,Risky
4058,55,75107,4,14507,1,58028,58028.0,58028.0,0.77,0.77,0,20,1.0,0.12,4,Risky
4059,34,97793,1,8378,1,8378,8378.0,8378.0,0.09,0.09,3,17,0.4,0.44,4,Risky
4060,27,162754,3,11005,2,33015,16507.5,33015.0,0.2,0.2,3,0,0.4,0.39,2,Risky
4061,44,34622,3,13987,3,41961,13987.0,41961.0,1.21,1.21,0,10,1.0,0.33,1,Risky
4062,52,45408,1,3437,1,3437,3437.0,3437.0,0.08,0.08,0,3,1.0,0.1,2,Low
4063,38,154909,0,12571,0,0,0.0,0.0,0.0,0.0,1,11,0.8,0.1,2,Medium
4064,42,161479,0,5552,0,0,0.0,0.0,0.0,0.0,3,25,0.4,0.25,2,Risky
4065,45,175381,1,18738,1,18738,18738.0,18738.0,0.11,0.11,2,4,0.6,0.27,3,Medium
4066,32,108190,0,17085,0,0,0.0,0.0,0.0,0.0,0,14,1.0,0.13,1,Low
4067,21,164967,2,4754,2,9508,4754.0,9508.0,0.06,0.06,0,19,1.0,0.06,5,Low
4068,46,15370,2,7265,2,14530,7265.0,14530.0,0.95,0.95,0,2,1.0,0.18,2,Risky
4069,26,129212,2,12721,1,25442,25442.0,25442.0,0.2,0.2,0,25,1.0,0.21,0,Medium
4070,44,15486,3,17542,3,52626,17542.0,52626.0,3.4,3.4,0,14,1.0,0.03,2,Risky
4071,43,38762,2,7741,2,15482,7741.0,15482.0,0.4,0.4,1,7,0.8,0.28,2,Medium
4072,36,41613,1,2837,1,2837,2837.0,2837.0,0.07,0.07,0,27,1.0,0.0,1,Low
4073,45,18196,4,18409,1,73636,73636.0,73636.0,4.05,4.05,0,29,1.0,0.08,7,Risky
4074,34,115565,3,18042,2,54126,27063.0,54126.0,0.47,0.47,3,21,0.4,0.07,1,Risky
4075,58,91349,0,18061,0,0,0.0,0.0,0.0,0.0,0,10,1.0,0.34,1,Risky
4076,59,79839,3,3375,1,10125,10125.0,10125.0,0.13,0.13,0,30,1.0,0.24,1,Medium
4077,37,187988,2,17659,2,35318,17659.0,35318.0,0.19,0.19,0,29,1.0,0.42,0,Risky
4078,57,23572,1,7859,1,7859,7859.0,7859.0,0.33,0.33,0,11,1.0,0.13,3,Medium
4079,56,174297,1,13739,0,13739,0.0,0.0,0.0,0.08,1,2,0.8,0.11,3,Medium
4080,40,60853,2,2588,0,5176,0.0,0.0,0.0,0.09,2,5,0.6,0.4,2,Risky
4081,49,195462,2,13854,2,27708,13854.0,27708.0,0.14,0.14,0,30,1.0,0.22,2,Medium
4082,50,178347,5,1245,1,6225,6225.0,6225.0,0.03,0.03,1,25,0.8,0.14,2,Medium
4083,22,87379,2,10080,2,20160,10080.0,20160.0,0.23,0.23,0,7,1.0,0.21,2,Medium
4084,51,147177,3,11403,3,34209,11403.0,34209.0,0.23,0.23,0,6,1.0,0.21,0,Medium
4085,57,131074,1,9192,1,9192,9192.0,9192.0,0.07,0.07,0,30,1.0,0.29,1,Medium
4086,28,58209,4,3184,1,12736,12736.0,12736.0,0.22,0.22,3,28,0.4,0.02,2,Risky
4087,20,188559,3,13438,3,40314,13438.0,40314.0,0.21,0.21,0,16,1.0,0.12,1,Low
4088,50,164123,3,4251,3,12753,4251.0,12753.0,0.08,0.08,0,15,1.0,0.23,2,Medium
4089,28,109244,1,17281,0,17281,0.0,0.0,0.0,0.16,1,21,0.8,0.27,0,Medium
4090,33,115300,3,6863,1,20589,20589.0,20589.0,0.18,0.18,0,16,1.0,0.08,2,Low
4091,35,129682,3,10702,2,32106,16053.0,32106.0,0.25,0.25,1,12,0.8,0.1,2,Medium
4092,47,72175,2,4771,2,9542,4771.0,9542.0,0.13,0.13,0,3,1.0,0.36,4,Risky
4093,27,152921,0,14536,0,0,0.0,0.0,0.0,0.0,0,9,1.0,0.39,1,Risky
4094,35,116551,1,10320,1,10320,10320.0,10320.0,0.09,0.09,1,15,0.8,0.04,1,Medium
4095,55,33976,1,17077,1,17077,17077.0,17077.0,0.5,0.5,0,18,1.0,0.5,2,Risky
4096,36,145617,1,3419,0,3419,0.0,0.0,0.0,0.02,3,6,0.4,0.22,1,Risky
4097,53,114794,0,14518,0,0,0.0,0.0,0.0,0.0,0,17,1.0,0.29,3,Medium
4098,30,71866,0,8396,0,0,0.0,0.0,0.0,0.0,0,12,1.0,0.3,0,Medium
4099,20,132752,1,8309,1,8309,8309.0,8309.0,0.06,0.06,0,27,1.0,0.17,0,Medium
4100,27,62078,0,12981,0,0,0.0,0.0,0.0,0.0,3,3,0.4,0.27,1,Risky
4101,55,46113,1,1685,1,1685,1685.0,1685.0,0.04,0.04,0,30,1.0,0.29,5,Medium
4102,18,30401,3,3756,2,11268,5634.0,11268.0,0.37,0.37,3,20,0.4,0.38,2,Risky
4103,44,158956,5,6023,5,30115,6023.0,30115.0,0.19,0.19,1,17,0.8,0.33,2,Risky
4104,25,183635,4,13558,4,54232,13558.0,54232.0,0.3,0.3,1,15,0.8,0.22,1,Medium
4105,59,180486,2,19356,2,38712,19356.0,38712.0,0.21,0.21,3,24,0.4,0.1,0,Risky
4106,34,162214,2,18094,2,36188,18094.0,36188.0,0.22,0.22,0,17,1.0,0.01,1,Low
4107,26,86492,2,6085,2,12170,6085.0,12170.0,0.14,0.14,1,15,0.8,0.33,4,Risky
4108,23,91693,4,6646,2,26584,13292.0,26584.0,0.29,0.29,0,21,1.0,0.24,1,Medium
4109,42,50135,3,15157,3,45471,15157.0,45471.0,0.91,0.91,1,27,0.8,0.48,1,Risky
4110,56,42862,2,12159,2,24318,12159.0,24318.0,0.57,0.57,0,23,1.0,0.05,2,Risky
4111,45,151262,3,12991,0,38973,0.0,0.0,0.0,0.26,1,27,0.8,0.04,2,Medium
4112,50,85199,2,19978,1,39956,39956.0,39956.0,0.47,0.47,1,22,0.8,0.09,2,Medium
4113,54,120366,2,18476,1,36952,36952.0,36952.0,0.31,0.31,1,29,0.8,0.19,1,Medium
4114,26,19331,3,3955,2,11865,5932.5,11865.0,0.61,0.61,0,30,1.0,0.09,8,Risky
4115,35,198258,2,16741,2,33482,16741.0,33482.0,0.17,0.17,1,21,0.8,0.23,2,Medium
4116,38,59648,2,17324,1,34648,34648.0,34648.0,0.58,0.58,0,30,1.0,0.17,0,Risky
4117,19,43549,1,13023,1,13023,13023.0,13023.0,0.3,0.3,4,23,0.2,0.5,3,Risky
4118,55,40761,1,10635,1,10635,10635.0,10635.0,0.26,0.26,0,20,1.0,0.48,2,Risky
4119,57,18262,2,15932,2,31864,15932.0,31864.0,1.74,1.74,1,25,0.8,0.18,2,Risky
4120,53,197331,0,5143,0,0,0.0,0.0,0.0,0.0,0,8,1.0,0.4,2,Risky
4121,54,87572,0,8644,0,0,0.0,0.0,0.0,0.0,1,1,0.8,0.12,1,Medium
4122,32,199544,1,3997,1,3997,3997.0,3997.0,0.02,0.02,0,5,1.0,0.03,3,Low
4123,45,102858,2,6208,2,12416,6208.0,12416.0,0.12,0.12,1,27,0.8,0.02,2,Medium
4124,35,99667,0,10946,0,0,0.0,0.0,0.0,0.0,0,25,1.0,0.01,4,Low
4125,51,19677,3,15387,1,46161,46161.0,46161.0,2.35,2.35,4,27,0.2,0.37,5,Risky
4126,39,145334,1,4605,1,4605,4605.0,4605.0,0.03,0.03,0,27,1.0,0.17,0,Medium
4127,28,116437,2,17805,0,35610,0.0,0.0,0.0,0.31,3,26,0.4,0.41,1,Risky
4128,30,196689,1,17994,1,17994,17994.0,17994.0,0.09,0.09,0,22,1.0,0.44,1,Risky
4129,21,164667,1,9637,1,9637,9637.0,9637.0,0.06,0.06,0,24,1.0,0.15,2,Medium
4130,39,75148,1,10152,1,10152,10152.0,10152.0,0.14,0.14,1,20,0.8,0.14,1,Medium
4131,24,61926,0,1130,0,0,0.0,0.0,0.0,0.0,1,5,0.8,0.15,2,Medium
4132,41,90271,2,3647,2,7294,3647.0,7294.0,0.08,0.08,1,24,0.8,0.24,0,Medium
4133,21,49457,2,13271,0,26542,0.0,0.0,0.0,0.54,0,25,1.0,0.01,0,Low
4134,45,57531,2,15709,2,31418,15709.0,31418.0,0.55,0.55,5,5,0.0,0.01,2,Risky
4135,32,143027,4,15886,4,63544,15886.0,63544.0,0.44,0.44,1,13,0.8,0.37,4,Risky
4136,18,60771,1,7673,1,7673,7673.0,7673.0,0.13,0.13,0,10,1.0,0.4,4,Risky
4137,20,108135,4,11626,0,46504,0.0,0.0,0.0,0.43,0,27,1.0,0.1,1,Low
4138,31,81354,1,4729,1,4729,4729.0,4729.0,0.06,0.06,0,16,1.0,0.3,4,Medium
4139,55,127743,4,5431,0,21724,0.0,0.0,0.0,0.17,0,3,1.0,0.11,2,Low
4140,18,183361,1,2024,1,2024,2024.0,2024.0,0.01,0.01,0,3,1.0,0.37,3,Risky
4141,55,48892,1,8039,1,8039,8039.0,8039.0,0.16,0.16,2,18,0.6,0.21,2,Medium
4142,55,144662,2,17921,2,35842,17921.0,35842.0,0.25,0.25,0,29,1.0,0.41,1,Risky
4143,38,110057,3,5591,1,16773,16773.0,16773.0,0.15,0.15,1,23,0.8,0.47,6,Risky
4144,46,53409,0,1507,0,0,0.0,0.0,0.0,0.0,0,21,1.0,0.28,2,Medium
4145,22,180542,1,4924,1,4924,4924.0,4924.0,0.03,0.03,0,22,1.0,0.45,3,Risky
4146,27,164457,2,9872,2,19744,9872.0,19744.0,0.12,0.12,0,15,1.0,0.02,2,Low
4147,45,169368,1,19996,1,19996,19996.0,19996.0,0.12,0.12,2,24,0.6,0.23,3,Medium
4148,38,133566,2,3193,2,6386,3193.0,6386.0,0.05,0.05,0,7,1.0,0.25,1,Medium
4149,24,76716,1,16762,0,16762,0.0,0.0,0.0,0.22,0,18,1.0,0.21,1,Medium
4150,20,104152,3,19930,3,59790,19930.0,59790.0,0.57,0.57,0,30,1.0,0.16,3,Risky
4151,37,41382,2,5655,0,11310,0.0,0.0,0.0,0.27,0,19,1.0,0.36,2,Risky
4152,36,91675,1,18606,1,18606,18606.0,18606.0,0.2,0.2,3,0,0.4,0.28,1,Risky
4153,52,37419,4,6019,0,24076,0.0,0.0,0.0,0.64,3,29,0.4,0.04,1,Risky
4154,21,96238,0,4574,0,0,0.0,0.0,0.0,0.0,0,3,1.0,0.48,3,Risky
4155,22,185363,1,7546,1,7546,7546.0,7546.0,0.04,0.04,0,11,1.0,0.44,0,Risky
4156,18,27397,3,15677,2,47031,23515.5,47031.0,1.72,1.72,1,24,0.8,0.18,2,Risky
4157,21,72888,2,17210,2,34420,17210.0,34420.0,0.47,0.47,0,20,1.0,0.12,3,Medium
4158,29,50169,3,17924,1,53772,53772.0,53772.0,1.07,1.07,2,18,0.6,0.31,1,Risky
4159,44,77182,2,14487,1,28974,28974.0,28974.0,0.38,0.38,0,1,1.0,0.02,3,Medium
4160,59,107476,0,17894,0,0,0.0,0.0,0.0,0.0,0,5,1.0,0.25,2,Medium
4161,40,57249,1,15830,0,15830,0.0,0.0,0.0,0.28,0,19,1.0,0.34,0,Risky
4162,42,174413,2,13642,1,27284,27284.0,27284.0,0.16,0.16,2,21,0.6,0.2,2,Medium
4163,38,90603,1,17728,1,17728,17728.0,17728.0,0.2,0.2,0,2,1.0,0.49,1,Risky
4164,41,192216,5,6179,1,30895,30895.0,30895.0,0.16,0.16,0,2,1.0,0.36,0,Risky
4165,42,94360,0,16023,0,0,0.0,0.0,0.0,0.0,0,0,1.0,0.47,1,Risky
4166,49,28444,0,7372,0,0,0.0,0.0,0.0,0.0,0,8,1.0,0.45,1,Risky
4167,49,191719,4,13434,1,53736,53736.0,53736.0,0.28,0.28,0,6,1.0,0.07,2,Low
4168,22,138662,1,12561,1,12561,12561.0,12561.0,0.09,0.09,0,8,1.0,0.33,2,Risky
4169,53,113843,0,13014,0,0,0.0,0.0,0.0,0.0,4,26,0.2,0.3,4,Risky
4170,59,25974,4,11571,4,46284,11571.0,46284.0,1.78,1.78,0,0,1.0,0.03,1,Risky
4171,59,127150,1,19864,1,19864,19864.0,19864.0,0.16,0.16,0,7,1.0,0.16,2,Medium
4172,56,184455,3,9590,3,28770,9590.0,28770.0,0.16,0.16,3,17,0.4,0.27,3,Risky
4173,33,109826,2,16171,2,32342,16171.0,32342.0,0.29,0.29,2,2,0.6,0.27,1,Medium
4174,50,112648,1,12598,1,12598,12598.0,12598.0,0.11,0.11,1,16,0.8,0.41,2,Risky
4175,38,149028,3,14722,1,44166,44166.0,44166.0,0.3,0.3,1,6,0.8,0.29,2,Medium
4176,26,154149,0,13874,0,0,0.0,0.0,0.0,0.0,2,27,0.6,0.23,1,Medium
4177,23,51490,2,10486,1,20972,20972.0,20972.0,0.41,0.41,0,10,1.0,0.38,3,Risky
4178,52,139713,1,15681,1,15681,15681.0,15681.0,0.11,0.11,1,4,0.8,0.29,1,Medium
4179,56,70612,4,12701,1,50804,50804.0,50804.0,0.72,0.72,0,12,1.0,0.44,1,Risky
4180,39,115474,1,16372,1,16372,16372.0,16372.0,0.14,0.14,0,10,1.0,0.45,2,Risky
4181,58,51159,2,6523,2,13046,6523.0,13046.0,0.26,0.26,0,2,1.0,0.3,1,Risky
4182,22,54710,1,14025,1,14025,14025.0,14025.0,0.26,0.26,1,12,0.8,0.28,2,Medium
4183,59,159878,1,19161,1,19161,19161.0,19161.0,0.12,0.12,2,19,0.6,0.35,1,Risky
4184,40,128096,2,4763,2,9526,4763.0,9526.0,0.07,0.07,1,27,0.8,0.36,2,Risky
4185,34,122412,1,15756,1,15756,15756.0,15756.0,0.13,0.13,0,27,1.0,0.36,1,Risky
4186,29,109924,1,14491,1,14491,14491.0,14491.0,0.13,0.13,0,25,1.0,0.31,4,Risky
4187,40,21458,4,10853,4,43412,10853.0,43412.0,2.02,2.02,1,5,0.8,0.38,2,Risky
4188,33,145993,2,3465,0,6930,0.0,0.0,0.0,0.05,1,21,0.8,0.07,4,Medium
4189,20,50524,1,5451,1,5451,5451.0,5451.0,0.11,0.11,0,14,1.0,0.41,2,Risky
4190,47,152925,4,17061,0,68244,0.0,0.0,0.0,0.45,0,1,1.0,0.16,0,Medium
4191,39,55477,2,1015,2,2030,1015.0,2030.0,0.04,0.04,1,22,0.8,0.44,3,Risky
4192,26,47222,2,5410,2,10820,5410.0,10820.0,0.23,0.23,0,27,1.0,0.07,3,Low
4193,46,33320,0,19964,0,0,0.0,0.0,0.0,0.0,0,28,1.0,0.0,3,Low
4194,54,109154,2,6135,1,12270,12270.0,12270.0,0.11,0.11,2,1,0.6,0.01,1,Medium
4195,40,67243,1,16824,1,16824,16824.0,16824.0,0.25,0.25,0,24,1.0,0.11,2,Low
4196,30,191687,2,8948,0,17896,0.0,0.0,0.0,0.09,0,13,1.0,0.06,3,Low
